Country;Year;Daily cigarettes;Smokers.Total;Smokers.Female;Smokers.Male
Egypt;1996;21.299999;6352381;162230;6190151
Egypt;1997;45403,00;6441400;163459;6277941
Egypt;1998;45433,00;6553906;164723;6389183
Egypt;1999;45433,00;6680331;166361;6513971
Egypt;2000;45464,00;6814722;168864;6645859
Egypt;2001;45464,00;6957251;175595;6781657
Egypt;2002;45464,00;7102949;181387;6921562
Egypt;2003;45556,00;7160985;182761;6978224
Egypt;2004;22.200001;7247467;184519;7062948
Egypt;2005;22.299999;7389130;187305;7201825
Egypt;2006;21.799999;7721825;195465;7526360
Egypt;2007;21.200001;8122593;206425;7916167
Egypt;2008;45463,00;8564215;219969;8344246
Egypt;2009;45311,00;9024296;236101;8788195
Egypt;2010;19.700001;9433610;259612;9173998
Egypt;2011;19.200001;9874626;278473;9596153
Egypt;2012;45310,00;10189096;293802;9895295
El Salvador;1980;45431,00;287316;40832;246485
El Salvador;1981;19.0;289917;41509;248407
El Salvador;1982;45430,00;292081;42154;249927
El Salvador;1983;18.0;294545;42823;251721
El Salvador;1984;45429,00;297651;43540;254112
El Salvador;1985;17.0;301323;44310;257013
El Salvador;1986;45428,00;305639;45102;260538
El Salvador;1987;16.0;310634;45927;264707
El Salvador;1988;45458,00;316325;46881;269444
El Salvador;1989;45337,00;322113;47872;274241
El Salvador;1990;45549,00;328548;49014;279534
El Salvador;1991;45457,00;335878;50305;285573
El Salvador;1992;45365,00;343830;51646;292184
El Salvador;1993;45305,00;351992;52974;299018
El Salvador;1994;14.0;358984;54136;304848
El Salvador;1995;45548,00;365129;55138;309990
El Salvador;1996;45548,00;370418;55963;314456
El Salvador;1997;14.0;371467;55453;316014
El Salvador;1998;45336,00;372346;54948;317398
El Salvador;1999;45396,00;372829;54450;318379
El Salvador;2000;45457,00;373093;53988;319105
El Salvador;2001;45549,00;373025;53649;319376
El Salvador;2002;45366,00;372312;53461;318851
El Salvador;2003;45519,00;367952;52710;315241
El Salvador;2004;16.200001;366995;52197;314798
El Salvador;2005;45428,00;366864;51823;315042
El Salvador;2006;45551,00;367639;51575;316063
El Salvador;2007;17.200001;369778;51605;318172
El Salvador;2008;45399,00;373409;51978;321431
El Salvador;2009;45460,00;378491;52827;325664
El Salvador;2010;45460,00;385591;54147;331444
El Salvador;2011;45429,00;393445;55704;337741
El Salvador;2012;45399,00;401864;57349;344516
Equatorial Guinea;1980;65.099998;9848;772;9075
Equatorial Guinea;1981;61.099998;11286;799;10487
Equatorial Guinea;1982;56.700001;13375;850;12525
Equatorial Guinea;1983;53.099998;15831;917;14914
Equatorial Guinea;1984;50.5;18236;987;17249
Equatorial Guinea;1985;48.599998;20274;1050;19224
Equatorial Guinea;1986;47.5;21855;1104;20751
Equatorial Guinea;1987;46.5;23021;1150;21871
Equatorial Guinea;1988;45.799999;23878;1190;22688
Equatorial Guinea;1989;45.299999;24642;1231;23411
Equatorial Guinea;1990;45.099998;25448;1276;24172
Equatorial Guinea;1991;45.0;26317;1327;24990
Equatorial Guinea;1992;44.900002;27136;1378;25758
Equatorial Guinea;1993;45.0;27918;1432;26486
Equatorial Guinea;1994;45.200001;28679;1489;27190
Equatorial Guinea;1995;45.400002;29343;1551;27793
Equatorial Guinea;1996;44.799999;29805;1609;28196
Equatorial Guinea;1997;42.599998;29882;1650;28233
Equatorial Guinea;1998;40.799999;30089;1723;28366
Equatorial Guinea;1999;39.0;30361;1811;28551
Equatorial Guinea;2000;37.5;30776;1906;28870
Equatorial Guinea;2001;35.5;31174;1999;29175
Equatorial Guinea;2002;33.799999;31724;2096;29628
Equatorial Guinea;2003;32.5;32415;2198;30218
Equatorial Guinea;2004;31.0;33119;2299;30820
Equatorial Guinea;2005;29.799999;33933;2404;31530
Equatorial Guinea;2006;29.0;34856;2510;32346
Equatorial Guinea;2007;28.200001;35825;2613;33211
Equatorial Guinea;2008;45439,00;36856;2715;34141
Equatorial Guinea;2009;45561,00;37952;2815;35138
Equatorial Guinea;2010;45438,00;39111;2912;36198
Equatorial Guinea;2011;26.200001;40295;3009;37285
Equatorial Guinea;2012;45560,00;41515;3107;38408
Eritrea;1980;32.200001;92519;5971;86548
Eritrea;1981;32.099998;95578;6189;89389
Eritrea;1982;31.9;98733;6407;92326
Eritrea;1983;31.799999;102065;6626;95439
Eritrea;1984;31.6;105603;6855;98748
Eritrea;1985;45443,00;109288;7090;102198
Eritrea;1986;31.4;113226;7346;105880
Eritrea;1987;31.299999;117313;7619;109694
Eritrea;1988;31.299999;121078;7876;113202
Eritrea;1989;31.4;123773;8082;115692
Eritrea;1990;45443,00;125049;8203;116846
Eritrea;1991;31.9;124675;8224;116452
Eritrea;1992;32.400002;122988;8176;114812
Eritrea;1993;33.099998;120807;8115;112692
Eritrea;1994;33.900002;119319;8111;111208
Eritrea;1995;34.599998;119299;8208;111091
Eritrea;1996;35.299999;120945;8411;112534
Eritrea;1997;36.200001;122803;8321;114482
Eritrea;1998;36.900002;126248;8407;117841
Eritrea;1999;37.400002;130970;8611;122359
Eritrea;2000;37.599998;136622;8867;127756
Eritrea;2001;37.700001;143233;9159;134074
Eritrea;2002;37.700001;150597;9474;141123
Eritrea;2003;37.700001;158295;9780;148515
Eritrea;2004;37.599998;165861;10046;155815
Eritrea;2005;37.799999;171329;9964;161365
Eritrea;2006;38.099998;175728;9954;165774
Eritrea;2007;38.400002;179613;10044;169569
Eritrea;2008;38.599998;183049;10150;172899
Eritrea;2009;38.799999;186777;10281;176496
Eritrea;2010;39.0;191203;10439;180765
Eritrea;2011;38.700001;198569;10757;187812
Eritrea;2012;38.299999;207060;11104;195956
Estonia;1980;45547,00;305411;96018;209393
Estonia;1981;45335,00;308048;96514;211534
Estonia;1982;45425,00;310890;96945;213945
Estonia;1983;45517,00;314333;97413;216920
Estonia;1984;45305,00;318448;97942;220506
Estonia;1985;45426,00;323153;98603;224549
Estonia;1986;45518,00;328434;99429;229005
Estonia;1987;45366,00;334242;100462;233780
Estonia;1988;45488,00;340913;101900;239014
Estonia;1989;45307,00;348144;103599;244546
Estonia;1990;45398,00;354553;105294;249259
Estonia;1991;16.700001;359154;107735;251419
Estonia;1992;45551,00;356971;108805;248166
Estonia;1993;17.200001;350691;108937;241753
Estonia;1994;45399,00;345614;109089;236526
Estonia;1995;45552,00;338234;108274;229960
Estonia;1996;45430,00;331312;107243;224069
Estonia;1997;45401,00;324458;105648;218809
Estonia;1998;20.200001;320596;104841;215755
Estonia;1999;20.799999;319454;104571;214882
Estonia;2000;45403,00;320459;104867;215592
Estonia;2001;45556,00;322446;105543;216903
Estonia;2002;22.299999;324675;106483;218192
Estonia;2003;45465,00;327585;108219;219367
Estonia;2004;45557,00;328626;109791;218835
Estonia;2005;23.200001;328030;110947;217083
Estonia;2006;23.700001;324732;110345;214387
Estonia;2007;45315,00;321615;109517;212098
Estonia;2008;24.299999;317095;108119;208975
Estonia;2009;24.200001;310612;106040;204572
Estonia;2010;45315,00;303949;103808;200141
Estonia;2011;23.799999;300708;102641;198068
Estonia;2012;23.299999;298419;101855;196564
Ethiopia;1980;7.0999999;863292;100386;762905
Ethiopia;1981;7.0999999;880834;102492;778341
Ethiopia;1982;7.1999998;899821;104777;795044
Ethiopia;1983;7.1999998;920246;107278;812968
Ethiopia;1984;7.3000002;941914;110033;831881
Ethiopia;1985;7.3000002;965333;113091;852242
Ethiopia;1986;7.3000002;990549;116411;874138
Ethiopia;1987;7.3000002;1016954;119894;897061
Ethiopia;1988;7.1999998;1044929;123516;921413
Ethiopia;1989;7.1999998;1073526;127335;946191
Ethiopia;1990;7.0999999;1102433;131311;971122
Ethiopia;1991;7.0999999;1132321;135551;996770
Ethiopia;1992;7.0;1162668;140058;1022610
Ethiopia;1993;7.0;1191806;144661;1047145
Ethiopia;1994;6.9000001;1218131;149261;1068870
Ethiopia;1995;6.9000001;1242287;153750;1088536
Ethiopia;1996;6.9000001;1264145;158170;1105975
Ethiopia;1997;6.8000002;1290411;161754;1128657
Ethiopia;1998;6.6999998;1312124;164544;1147579
Ethiopia;1999;6.6999998;1333451;167179;1166272
Ethiopia;2000;6.5999999;1357459;169963;1187496
Ethiopia;2001;6.5999999;1386406;172922;1213484
Ethiopia;2002;45418,00;1422307;176145;1246162
Ethiopia;2003;6.3000002;1467191;179461;1287730
Ethiopia;2004;6.0999999;1541096;183896;1357200
Ethiopia;2005;6.0;1616591;188339;1428252
Ethiopia;2006;5.9000001;1659640;189407;1470233
Ethiopia;2007;6.0;1695040;190390;1504650
Ethiopia;2008;6.0;1726141;191446;1534694
Ethiopia;2009;6.0999999;1755914;192793;1563121
Ethiopia;2010;6.1999998;1789375;194863;1594512
Ethiopia;2011;6.1999998;1833682;198408;1635274
Ethiopia;2012;6.1999998;1901237;205202;1696035
Fiji;1980;45405,00;62707;9264;53443
Fiji;1981;45434,00;63829;9462;54367
Fiji;1982;22.0;65581;9742;55839
Fiji;1983;45556,00;67805;10076;57729
Fiji;1984;45433,00;69474;10338;59136
Fiji;1985;21.299999;70916;10560;60356
Fiji;1986;21.200001;71852;10705;61147
Fiji;1987;45403,00;72735;10836;61899
Fiji;1988;45464,00;73345;10935;62410
Fiji;1989;45403,00;73466;10968;62498
Fiji;1990;45555,00;73442;10994;62448
Fiji;1991;45463,00;74026;11100;62926
Fiji;1992;20.200001;74559;11197;63362
Fiji;1993;19.799999;75176;11301;63875
Fiji;1994;19.299999;75642;11385;64257
Fiji;1995;18.799999;75826;11426;64400
Fiji;1996;18.200001;75768;11417;64351
Fiji;1997;17.700001;75778;11443;64336
Fiji;1998;45399,00;75919;11472;64447
Fiji;1999;45551,00;76131;11522;64609
Fiji;2000;16.299999;76787;11603;65184
Fiji;2001;45519,00;77882;11730;66153
Fiji;2002;45337,00;79278;11918;67360
Fiji;2003;45487,00;80647;12176;68472
Fiji;2004;45336,00;81953;12453;69499
Fiji;2005;45486,00;83018;12711;70307
Fiji;2006;45364,00;83992;12969;71023
Fiji;2007;13.0;84811;13202;71609
Fiji;2008;45516,00;85479;13403;72076
Fiji;2009;45485,00;86212;13606;72605
Fiji;2010;45485,00;87084;13838;73246
Fiji;2011;45455,00;87879;14068;73811
Fiji;2012;45424,00;88718;14246;74472
Finland;1980;45309,00;935827;338527;597300
Finland;1981;18.0;929914;336373;593541
Finland;1982;17.799999;924778;334407;590371
Finland;1983;45460,00;923461;333171;590290
Finland;1984;17.299999;926525;332545;593980
Finland;1985;45551,00;934348;335281;599067
Finland;1986;16.299999;948889;344047;604842
Finland;1987;45519,00;965217;355710;609506
Finland;1988;45366,00;976086;366335;609751
Finland;1989;45549,00;978691;373898;604793
Finland;1990;45487,00;975130;379267;595863
Finland;1991;45487,00;967795;382780;585015
Finland;1992;15.0;952643;382241;570402
Finland;1993;45397,00;931947;379122;552826
Finland;1994;45519,00;912199;376158;536041
Finland;1995;16.0;900414;373651;526763
Finland;1996;16.0;897041;372568;524472
Finland;1997;45519,00;900231;373099;527132
Finland;1998;45427,00;906491;375415;531076
Finland;1999;45337,00;910759;378271;532487
Finland;2000;15.0;910837;380709;530127
Finland;2001;45487,00;911907;384216;527691
Finland;2002;45457,00;909968;387017;522951
Finland;2003;45487,00;898072;385396;512676
Finland;2004;45518,00;880838;380124;500714
Finland;2005;45306,00;858963;371605;487358
Finland;2006;45427,00;831640;359483;472157
Finland;2007;16.0;801208;344519;456689
Finland;2008;45398,00;774465;331457;443008
Finland;2009;45308,00;754705;321251;433455
Finland;2010;45429,00;743060;314506;428554
Finland;2011;17.700001;738939;311158;427781
Finland;2012;17.799999;743091;311941;431150
France;1980;21.0;11905373;3656442;8248931
France;1981;45402,00;12254646;3859276;8395371
France;1982;19.799999;12681051;4126826;8554225
France;1983;45310,00;13153724;4438151;8715574
France;1984;45461,00;13627385;4765994;8861392
France;1985;45309,00;14069200;5089884;8979316
France;1986;45460,00;14467770;5400536;9067234
France;1987;17.200001;14812833;5696888;9115945
France;1988;16.799999;15066829;5942590;9124239
France;1989;45428,00;15246562;6125719;9120843
France;1990;16.299999;15243509;6204402;9039107
France;1991;16.200001;15149816;6233201;8916616
France;1992;16.299999;14988760;6252858;8735902
France;1993;45398,00;14808915;6257333;8551581
France;1994;45398,00;14654627;6285647;8368980
France;1995;45398,00;14542739;6332132;8210607
France;1996;16.299999;14568815;6413668;8155146
France;1997;16.0;14650858;6497328;8153531
France;1998;45488,00;14722434;6578534;8143899
France;1999;45397,00;14784974;6665438;8119535
France;2000;45306,00;14791441;6710008;8081433
France;2001;45549,00;14722551;6711563;8010989
France;2002;45549,00;14570994;6657916;7913079
France;2003;45306,00;14192904;6469307;7723596
France;2004;45366,00;13810212;6274563;7535650
France;2005;45366,00;13602899;6166305;7436593
France;2006;45337,00;13544701;6130030;7414670
France;2007;15.0;13558189;6134832;7423357
France;2008;45518,00;13633447;6173476;7459971
France;2009;45487,00;13772814;6238218;7534596
France;2010;45457,00;13888210;6293944;7594267
France;2011;45426,00;14010443;6352640;7657804
France;2012;45396,00;14133156;6409925;7723229
Gabon;1980;45455,00;40263;6067;34196
Gabon;1981;45455,00;40940;6175;34765
Gabon;1982;45455,00;41718;6295;35423
Gabon;1983;45485,00;42556;6425;36131
Gabon;1984;45516,00;43446;6559;36887
Gabon;1985;45516,00;44426;6702;37723
Gabon;1986;13.0;45524;6860;38664
Gabon;1987;45395,00;46867;7039;39828
Gabon;1988;45486,00;48174;7208;40966
Gabon;1989;45486,00;49426;7357;42069
Gabon;1990;45486,00;50698;7505;43193
Gabon;1991;45456,00;51985;7667;44318
Gabon;1992;45456,00;53409;7858;45551
Gabon;1993;45486,00;54888;8061;46827
Gabon;1994;45517,00;56454;8270;48184
Gabon;1995;45548,00;58108;8482;49626
Gabon;1996;45548,00;59871;8710;51160
Gabon;1997;45548,00;61757;8950;52807
Gabon;1998;14.0;63811;9206;54605
Gabon;1999;45457,00;66192;9495;56697
Gabon;2000;45337,00;68707;9798;58909
Gabon;2001;16.0;71360;10113;61247
Gabon;2002;16.799999;74194;10430;63764
Gabon;2003;17.700001;77206;10748;66458
Gabon;2004;18.700001;80489;11094;69395
Gabon;2005;45462,00;83928;11465;72463
Gabon;2006;45463,00;87644;11863;75780
Gabon;2007;45433,00;91407;12264;79143
Gabon;2008;22.299999;95233;12672;82561
Gabon;2009;23.200001;99201;13096;86105
Gabon;2010;23.799999;102975;13509;89466
Gabon;2011;24.299999;106547;13917;92630
Gabon;2012;24.700001;109938;14309;95628
Gambia;1980;45472,00;52685;1799;50886
Gambia;1981;29.700001;53794;1849;51945
Gambia;1982;45472,00;54919;1903;53016
Gambia;1983;45411,00;56251;1961;54290
Gambia;1984;29.200001;58065;2025;56040
Gambia;1985;45563,00;60392;2093;58299
Gambia;1986;45410,00;63266;2161;61105
Gambia;1987;45562,00;66591;2229;64362
Gambia;1988;45409,00;70042;2293;67750
Gambia;1989;45561,00;73168;2352;70816
Gambia;1990;45408,00;75621;2405;73216
Gambia;1991;45317,00;77309;2455;74854
Gambia;1992;45560,00;78411;2501;75910
Gambia;1993;45468,00;79140;2548;76592
Gambia;1994;25.299999;79799;2591;77208
Gambia;1995;25.0;80717;2636;78081
Gambia;1996;45467,00;81799;2678;79120
Gambia;1997;24.200001;82862;2667;80195
Gambia;1998;23.700001;84164;2680;81484
Gambia;1999;45314,00;85636;2706;82930
Gambia;2000;45404,00;87245;2743;84503
Gambia;2001;21.700001;89000;2789;86210
Gambia;2002;45312,00;91020;2848;88173
Gambia;2003;45432,00;93161;2912;90249
Gambia;2004;20.0;95361;2979;92382
Gambia;2005;45431,00;97705;3050;94655
Gambia;2006;45310,00;100181;3127;97054
Gambia;2007;18.799999;102771;3205;99566
Gambia;2008;45400,00;105402;3287;102115
Gambia;2009;45309,00;108095;3373;104722
Gambia;2010;17.799999;110941;3462;107479
Gambia;2011;45460,00;114067;3565;110502
Gambia;2012;45399,00;117453;3682;113770
Georgia;1980;30.0;925424;114782;810642
Georgia;1981;29.299999;929790;114714;815076
Georgia;1982;45471,00;932388;114543;817844
Georgia;1983;27.799999;933678;114312;819366
Georgia;1984;45318,00;934273;114096;820177
Georgia;1985;45408,00;934623;113910;820712
Georgia;1986;25.700001;935820;113815;822005
Georgia;1987;25.0;937580;113764;823816
Georgia;1988;45436,00;938361;113563;824798
Georgia;1989;24.0;936225;113070;823155
Georgia;1990;23.700001;929738;112198;817540
Georgia;1991;45405,00;918690;110986;807704
Georgia;1992;45405,00;904356;109442;794913
Georgia;1993;45435,00;888547;107713;780833
Georgia;1994;45466,00;874245;106420;767825
Georgia;1995;45558,00;863561;105429;758132
Georgia;1996;24.299999;856535;104830;751705
Georgia;1997;45467,00;852601;102527;750074
Georgia;1998;25.0;850485;100632;749853
Georgia;1999;45407,00;848029;98839;749190
Georgia;2000;25.799999;842223;95014;747210
Georgia;2001;45317,00;835385;91469;743916
Georgia;2002;26.299999;828200;88474;739726
Georgia;2003;45408,00;821534;86043;735491
Georgia;2004;45408,00;817940;84864;733076
Georgia;2005;26.200001;815672;83937;731735
Georgia;2006;45560,00;814078;83184;730895
Georgia;2007;45437,00;813810;82576;731234
Georgia;2008;45316,00;814425;81959;732466
Georgia;2009;24.700001;816909;81364;735546
Georgia;2010;24.299999;819116;80921;738195
Georgia;2011;24.0;817853;80727;737126
Georgia;2012;23.799999;815755;80802;734953
Germany;1980;20.299999;19743623;8311554;11432069
Germany;1981;20.0;19890335;8374680;11515654
Germany;1982;19.799999;20050301;8448683;11601618
Germany;1983;45462,00;20174504;8506584;11667919
Germany;1984;45401,00;20236688;8524885;11711803
Germany;1985;19.299999;20268349;8510291;11758058
Germany;1986;19.200001;20300939;8476574;11824366
Germany;1987;19.200001;20281856;8413697;11868159
Germany;1988;45401,00;20109879;8274220;11835658
Germany;1989;45431,00;19901079;8115549;11785530
Germany;1990;19.799999;19498500;7902633;11595867
Germany;1991;20.0;19076382;7677397;11398985
Germany;1992;20.299999;18655820;7444559;11211261
Germany;1993;45463,00;18334979;7268279;11066699
Germany;1994;21.0;17921336;7090583;10830752
Germany;1995;21.299999;17535172;6968405;10566767
Germany;1996;21.0;17697001;7134947;10562053
Germany;1997;45402,00;17981382;7391259;10590124
Germany;1998;20.0;18092292;7557979;10534312
Germany;1999;19.799999;18048379;7650278;10398101
Germany;2000;19.700001;17762305;7631710;10130594
Germany;2001;45462,00;17374677;7536317;9838360
Germany;2002;45462,00;16989931;7396288;9593643
Germany;2003;45462,00;16618063;7203451;9414611
Germany;2004;45310,00;16592229;7153496;9438733
Germany;2005;45430,00;16664869;7153244;9511625
Germany;2006;45552,00;16614445;7124004;9490441
Germany;2007;17.299999;16489354;7077051;9412304
Germany;2008;16.799999;16330138;7020050;9310087
Germany;2009;45398,00;16219781;6973333;9246449
Germany;2010;16.0;16082376;6928572;9153804
Germany;2011;45427,00;15959462;6901532;9057930
Germany;2012;45306,00;15844341;6881856;8962485
Ghana;1980;45431,00;290874;32001;258874
Ghana;1981;19.200001;299179;33089;266090
Ghana;1982;45553,00;309271;34309;274962
Ghana;1983;18.700001;320513;35629;284884
Ghana;1984;45400,00;332128;36944;295184
Ghana;1985;45552,00;343639;38245;305394
Ghana;1986;45399,00;354956;39444;315512
Ghana;1987;45551,00;366006;40560;325446
Ghana;1988;16.299999;376725;41637;335088
Ghana;1989;45488,00;387549;42738;344811
Ghana;1990;45306,00;398791;43993;354798
Ghana;1991;45457,00;410350;45237;365113
Ghana;1992;45305,00;422257;46511;375745
Ghana;1993;45456,00;434689;47828;386861
Ghana;1994;45335,00;447500;49168;398332
Ghana;1995;45547,00;460703;50534;410169
Ghana;1996;45455,00;474068;51832;422236
Ghana;1997;45424,00;480343;52148;428195
Ghana;1998;45394,00;487533;52468;435065
Ghana;1999;45394,00;495390;52915;442476
Ghana;2000;45394,00;503576;53551;450024
Ghana;2001;45424,00;510823;53678;457146
Ghana;2002;45455,00;517536;54160;463377
Ghana;2003;45516,00;523528;55087;468441
Ghana;2004;45364,00;522565;57422;465143
Ghana;2005;45517,00;521837;60312;461525
Ghana;2006;45336,00;522515;63639;458875
Ghana;2007;45487,00;524840;66941;457899
Ghana;2008;15.0;533506;67744;465762
Ghana;2009;45337,00;546913;70458;476455
Ghana;2010;45366,00;563602;73029;490572
Ghana;2011;45337,00;582741;75416;507325
Ghana;2012;45306,00;603954;77696;526259
Greece;1980;26.700001;2770539;850294;1920245
Greece;1981;45469,00;2787353;845443;1941910
Greece;1982;26.700001;2822454;847252;1975203
Greece;1983;26.799999;2873910;856691;2017220
Greece;1984;26.799999;2927339;870992;2056347
Greece;1985;26.700001;2995424;903729;2091695
Greece;1986;45438,00;3071626;942928;2128698
Greece;1987;45408,00;3164939;989792;2175146
Greece;1988;26.200001;3233283;1034373;2198910
Greece;1989;25.799999;3282860;1071905;2210955
Greece;1990;45407,00;3332887;1103981;2228907
Greece;1991;25.0;3368896;1127346;2241550
Greece;1992;45467,00;3401324;1143770;2257554
Greece;1993;24.299999;3448001;1162238;2285763
Greece;1994;45315,00;3488026;1179209;2308816
Greece;1995;45558,00;3509840;1196593;2313247
Greece;1996;45558,00;3524635;1217733;2306902
Greece;1997;45558,00;3532833;1246296;2286536
Greece;1998;23.799999;3554714;1282041;2272673
Greece;1999;23.799999;3592498;1325522;2266976
Greece;2000;45558,00;3625380;1370935;2254445
Greece;2001;45315,00;3662629;1417189;2245440
Greece;2002;24.200001;3707718;1463764;2243954
Greece;2003;45406,00;3722198;1494389;2227809
Greece;2004;45436,00;3730818;1522090;2208728
Greece;2005;45406,00;3755221;1553191;2202030
Greece;2006;24.200001;3741235;1569113;2172121
Greece;2007;23.700001;3709871;1580154;2129716
Greece;2008;45314,00;3665742;1586995;2078747
Greece;2009;45434,00;3617641;1590353;2027287
Greece;2010;22.0;3538581;1574957;1963624
Greece;2011;45433,00;3460576;1548718;1911859
Greece;2012;21.0;3374784;1516672;1858111
Grenada;1980;18.299999;4282;1169;3113
Grenada;1981;45430,00;4434;1203;3231
Grenada;1982;18.700001;4639;1253;3386
Grenada;1983;18.799999;4864;1308;3556
Grenada;1984;19.0;5065;1356;3710
Grenada;1985;19.200001;5216;1389;3826
Grenada;1986;45401,00;5302;1405;3897
Grenada;1987;45462,00;5341;1406;3935
Grenada;1988;19.700001;5354;1400;3955
Grenada;1989;45554,00;5376;1397;3978
Grenada;1990;20.200001;5426;1407;4019
Grenada;1991;45463,00;5512;1431;4081
Grenada;1992;21.0;5623;1467;4156
Grenada;1993;45403,00;5748;1512;4236
Grenada;1994;21.700001;5875;1559;4316
Grenada;1995;45313,00;5990;1603;4386
Grenada;1996;22.299999;6090;1643;4447
Grenada;1997;23.299999;6020;1599;4421
Grenada;1998;24.200001;5985;1563;4422
Grenada;1999;25.0;5989;1539;4450
Grenada;2000;25.700001;6028;1528;4500
Grenada;2001;26.0;6093;1524;4569
Grenada;2002;26.200001;6182;1527;4655
Grenada;2003;26.299999;6293;1533;4760
Grenada;2004;26.200001;6404;1541;4863
Grenada;2005;26.200001;6521;1549;4973
Grenada;2006;26.0;6633;1556;5076
Grenada;2007;25.799999;6749;1566;5183
Grenada;2008;45437,00;6863;1576;5287
Grenada;2009;25.0;6968;1585;5383
Grenada;2010;45436,00;7070;1596;5474
Grenada;2011;45315,00;7162;1605;5557
Grenada;2012;45466,00;7245;1613;5632
Guatemala;1980;9.6000004;318396;43848;274548
Guatemala;1981;45421,00;325500;45055;280445
Guatemala;1982;45421,00;333087;46345;286742
Guatemala;1983;45421,00;341097;47687;293410
Guatemala;1984;45421,00;349544;49053;300491
Guatemala;1985;45421,00;358562;50415;308146
Guatemala;1986;45421,00;368453;51776;316678
Guatemala;1987;9.6000004;378895;53189;325706
Guatemala;1988;9.6000004;389727;54699;335028
Guatemala;1989;9.6999998;400187;56210;343977
Guatemala;1990;9.8000002;411008;57856;353152
Guatemala;1991;9.8999996;422417;59615;362802
Guatemala;1992;10.0;434323;61487;372836
Guatemala;1993;45301,00;446590;63488;383102
Guatemala;1994;45332,00;458261;65410;392851
Guatemala;1995;45361,00;470320;67350;402970
Guatemala;1996;45392,00;483187;69353;413834
Guatemala;1997;45453,00;489054;70450;418605
Guatemala;1998;45483,00;495724;71625;424100
Guatemala;1999;45545,00;501535;72642;428893
Guatemala;2000;45302,00;506277;73518;432759
Guatemala;2001;45362,00;509148;74227;434921
Guatemala;2002;45423,00;509286;74820;434466
Guatemala;2003;45363,00;484880;73499;411381
Guatemala;2004;45424,00;482488;73922;408567
Guatemala;2005;45455,00;482884;74533;408351
Guatemala;2006;45455,00;485625;75243;410382
Guatemala;2007;45424,00;490791;76153;414638
Guatemala;2008;45334,00;498523;77402;421122
Guatemala;2009;45546,00;511385;79777;431608
Guatemala;2010;45423,00;526434;82678;443756
Guatemala;2011;11.0;543624;85922;457702
Guatemala;2012;45422,00;562527;89364;473162
Guinea;1980;2.5999999;177720;20607;157112
Guinea;1981;45414,00;179957;20898;159059
Guinea;1982;2.4000001;183042;21275;161767
Guinea;1983;2.4000001;186956;21715;165241
Guinea;1984;45353,00;191361;22214;169147
Guinea;1985;45353,00;195975;22751;173224
Guinea;1986;45353,00;200611;23274;177337
Guinea;1987;45324,00;205321;23822;181499
Guinea;1988;45324,00;210807;24450;186357
Guinea;1989;45324,00;217754;25258;192497
Guinea;1990;2.0999999;226631;26315;200317
Guinea;1991;2.0999999;237692;27621;210071
Guinea;1992;2.0999999;250611;29124;221487
Guinea;1993;2.0999999;264290;30685;233606
Guinea;1994;2.0999999;277165;32119;245046
Guinea;1995;2.0999999;288042;33323;254719
Guinea;1996;2.0999999;296452;34263;262189
Guinea;1997;2.0999999;300146;34976;265169
Guinea;1998;2.0999999;303460;35514;267945
Guinea;1999;2.0999999;306788;36011;270776
Guinea;2000;2.0999999;310531;36518;274012
Guinea;2001;2.0;314693;37027;277665
Guinea;2002;2.0;319362;37529;281834
Guinea;2003;2.0;324736;38097;286639
Guinea;2004;45536,00;330940;38709;292231
Guinea;2005;45536,00;338390;39431;298959
Guinea;2006;45536,00;347151;40445;306705
Guinea;2007;45536,00;357244;41599;315644
Guinea;2008;45536,00;368076;42816;325260
Guinea;2009;45505,00;379292;43978;335314
Guinea;2010;45505,00;390739;45147;345593
Guinea;2011;45505,00;402527;46389;356138
Guinea;2012;45505,00;414557;47710;366846
Guinea-Bissau;1980;45325,00;35481;6170;29311
Guinea-Bissau;1981;45325,00;35785;6201;29584
Guinea-Bissau;1982;3.0999999;36138;6235;29903
Guinea-Bissau;1983;3.0999999;36555;6283;30272
Guinea-Bissau;1984;3.0999999;36996;6347;30649
Guinea-Bissau;1985;3.0;37466;6433;31033
Guinea-Bissau;1986;2.9000001;37959;6540;31419
Guinea-Bissau;1987;45506,00;38457;6660;31796
Guinea-Bissau;1988;45475,00;38987;6785;32202
Guinea-Bissau;1989;2.5999999;39583;6904;32679
Guinea-Bissau;1990;45414,00;40232;7009;33223
Guinea-Bissau;1991;45414,00;40954;7094;33860
Guinea-Bissau;1992;2.4000001;41777;7168;34608
Guinea-Bissau;1993;2.4000001;42683;7241;35442
Guinea-Bissau;1994;2.4000001;43612;7317;36295
Guinea-Bissau;1995;2.4000001;44535;7394;37141
Guinea-Bissau;1996;2.4000001;45416;7469;37947
Guinea-Bissau;1997;2.4000001;45395;7190;38205
Guinea-Bissau;1998;45475,00;45685;6970;38715
Guinea-Bissau;1999;3.0;46220;6817;39402
Guinea-Bissau;2000;45354,00;46973;6725;40248
Guinea-Bissau;2001;45476,00;47939;6684;41255
Guinea-Bissau;2002;4.0999999;49080;6691;42389
Guinea-Bissau;2003;4.5999999;50372;6729;43643
Guinea-Bissau;2004;5.0999999;51749;6789;44960
Guinea-Bissau;2005;5.5999999;53140;6864;46275
Guinea-Bissau;2006;6.0999999;54524;6951;47573
Guinea-Bissau;2007;6.5999999;55929;7041;48888
